cust_id,gender
3500,0.3905933904428962
3501,0.1824162705922734
3502,0.15196784111340286
3503,0.3433341872322258
3504,0.3762409679224744
3505,0.3517157217510307
3506,0.125353251998844
3507,0.3841094581226505
3508,0.37805141599686304
3509,0.3227577999046437
3510,0.32607089642259424
3511,0.4521992570689543
3512,0.3237279764152302
3513,0.32889071125843883
3514,0.42223504915080384
3515,0.4042700268535926
3516,0.2879102691832349
3517,0.3509106909355207
3518,0.37683628999241436
3519,0.4936976742930018
3520,0.37372913351950343
3521,0.3998798534076498
3522,0.3823746617574272
3523,0.1370173109063567
3524,0.4070899724166995
3525,0.525405660219785
3526,0.40318403535021047
3527,0.44976764834742694
3528,0.4030000567998133
3529,0.40568077731048774
3530,0.2676538726670172
3531,0.42437382534005336
3532,0.3522734050564719
3533,0.4296135925618207
3534,0.35398421772640903
3535,0.40963711224256094
3536,0.399163826323728
3537,0.36498912185965743
3538,0.3694009519338293
3539,0.4283640002217689
3540,0.2338052120061388
3541,0.258485356830828
3542,0.47701662513393284
3543,0.3519332110728217
3544,0.40795899013806547
3545,0.38213795176114823
3546,0.32933478437601854
3547,0.16038558183889642
3548,0.5864902238432098
3549,0.3013572479784857
3550,0.42629630865407103
3551,0.3437516088320683
3552,0.3716352975427264
3553,0.37988189825728524
3554,0.3691414774296342
3555,0.21873602461431252
3556,0.4379570813920137
3557,0.390660857813918
3558,0.22724519279063266
3559,0.2915150376847799
3560,0.4841677767133416
3561,0.36666469711422733
3562,0.36127752267277813
3563,0.3462686887212604
3564,0.44207936786820956
3565,0.38537730430426265
3566,0.21474238069442084
3567,0.35916698343994996
3568,0.40256913979620895
3569,0.4665426256582339
3570,0.36159566503668616
3571,0.38652399346366934
3572,0.4918396664621606
3573,0.4252563757276514
3574,0.37355233968422286
3575,0.515915088069176
3576,0.3878310388608513
3577,0.3640890729683273
3578,0.3554577147107134
3579,0.268637036008477
3580,0.3896327036690878
3581,0.47105155033958035
3582,0.508656469516181
3583,0.41739644910967616
3584,0.3713827488144494
3585,0.32185809819084454
3586,0.13319817792363914
3587,0.24575113665042675
3588,0.3515964580631164
3589,0.4550090705397654
3590,0.3480297081274641
3591,0.2930383704227335
3592,0.4606151420076288
3593,0.493917331487028
3594,0.34154098211307077
3595,0.48367521863640806
3596,0.38186855170355877
3597,0.22987202951539104
3598,0.3850345137778611
3599,0.49033373063296243
3600,0.367957491677148
3601,0.30564115652694374
3602,0.35216777823217116
3603,0.32296747122832115
3604,0.46462631955020733
3605,0.4335373472158743
3606,0.48565528733887675
3607,0.3889695803787963
3608,0.39740364996399097
3609,0.4112174153009578
3610,0.39694308528225464
3611,0.5971493470256479
3612,0.394456111734231
3613,0.3709711277213023
3614,0.5111412164357955
3615,0.31914744725233346
3616,0.4436931402309934
3617,0.35840155605191515
3618,0.4399439169536114
3619,0.24787938322496786
3620,0.11350506282942868
3621,0.4538073086381366
3622,0.4052776418301395
3623,0.4135714118463115
3624,0.31976862887137064
3625,0.41131789616073994
3626,0.4662426110989619
3627,0.2512136999715044
3628,0.4406314352931371
3629,0.40537488890551354
3630,0.3615100524218804
3631,0.4930160659876106
3632,0.3431836010682095
3633,0.2223353055259256
3634,0.33254065807807354
3635,0.346668719804913
3636,0.44052428161400753
3637,0.3879580410224841
3638,0.33957597035742965
3639,0.49695118633462065
3640,0.46484906372595636
3641,0.2544188642101931
3642,0.40153961291729545
3643,0.2956417992333983
3644,0.40430827508913614
3645,0.34572478484567337
3646,0.3455222373277145
3647,0.4608086542004688
3648,0.4958041679813108
3649,0.38920254048162367
3650,0.3752049150552472
3651,0.382068726470634
3652,0.3094113922366654
3653,0.3726180454811205
3654,0.3535516174283095
3655,0.4045437533386338
3656,0.4323862228745174
3657,0.39988451551649157
3658,0.2500966890363253
3659,0.25139488718189584
3660,0.3391254424436706
3661,0.3759854508805814
3662,0.23237284687935952
3663,0.4283114242494417
3664,0.5324196506544008
3665,0.3417250818579873
3666,0.3668605325937831
3667,0.25108648183183024
3668,0.36252905910472594
3669,0.554858757971956
3670,0.2570439656515808
3671,0.4743640360137172
3672,0.3404203478237642
3673,0.47654907113593015
3674,0.5002668055130804
3675,0.30557304239875555
3676,0.3818847897613978
3677,0.44339885745566815
3678,0.33914030406752455
3679,0.3970175459312215
3680,0.2806206017600457
3681,0.4052537645961884
3682,0.354666318883935
3683,0.2620487858810682
3684,0.22728738733157597
3685,0.36657508327326854
3686,0.32964328321548353
3687,0.3125745292535986
3688,0.3324280518505457
3689,0.36527950587075486
3690,0.47574674940555955
3691,0.2327188316354692
3692,0.2387436983825483
3693,0.3238341270645296
3694,0.24105910653448273
3695,0.43027435396015873
3696,0.5002921116803115
3697,0.333278252273529
3698,0.2898260532593042
3699,0.44479316076219777
3700,0.3126647633518494
3701,0.31023754056472413
3702,0.40524143893361814
3703,0.5050372587228497
3704,0.37317599191640244
3705,0.4884027065341512
3706,0.3318495495304385
3707,0.31473905790611667
3708,0.2746277968373792
3709,0.29898992582776723
3710,0.3544431172913425
